title,collection,status,georeferencer_id,id,thumbnail,num_gcps,center,south_west,north_east,envelope,marc034,rms_error,user_name,user_identity,date,date_time,verified_revision,verified_marc034,verified_user_name,verified_user_identity
"Auburn, Hampstead park",SLNSW_subdivision_plans,georeferenced,mJifkhkO9XNe7nik3aLgJc/201703281947-SQWNEQ,c029520024,http://lh3.googleusercontent.com/5v_5VgnvSZabajYBG2KxWKtkMTRtOABlyDw6Bqdm4ZaW181BZ1CSqE46iL0eZMSrv4lARNe1LA7joMc1E9re_dswD5E,5,"-33.870852,151.021856","-33.875211,151.014665","-33.866492,151.029048","<Polygon><outerBoundaryIs><coordinates>151.027752,-33.875211 151.029048,-33.868382 151.015960,-33.866492 151.014665,-33.873322</coordinates></outerBoundaryIs></Polygon>",$dE1510052$eE1510144$fS0335159$gS0335230,0.00004906571450686280646494991098,"Amanda Mar, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:47,,,,
Botany Gordon's Grant,SLNSW_subdivision_plans,georeferenced,pjlRr9k9Kr6V2Xr6OsDC9Y/201703281948-Tp36hP,a6883010,http://lh3.googleusercontent.com/eQZpR7zdY8_rS7TprVWvewO3T2FNrJ_bMERHl-gfJUbf8NQ7AcH3LhFEp2njojwI9BBFxINGsHbRzNGJOIbUIqPfvog,5,"-33.923827,151.204173","-33.927275,151.200766","-33.920379,151.207580","<Polygon><outerBoundaryIs><coordinates>151.202123,-33.920635 151.200766,-33.927275 151.206223,-33.927018 151.207580,-33.920379</coordinates></outerBoundaryIs></Polygon>",$dE1511202$eE1511227$fS0335513$gS0335538,0.00009666332417709782372401694506,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:48,,,,
Ashfield,SLNSW_subdivision_plans,georeferenced,ILvQmU4FgoV57tXkf2z4Ej/201703281949-N3DEqa,c010490008,http://lh3.googleusercontent.com/Lxcpo930lTwWp7xW4RDWPSltv0qYeI1XVD5ZvT43QTkANUzkMmJdISta8vYAc-grytFMhnfgpETmWrullPgqOemcmp4,5,"-33.871860,151.123625","-33.876177,151.120089","-33.867544,151.127161","<Polygon><outerBoundaryIs><coordinates>151.121713,-33.867544 151.120089,-33.875336 151.125536,-33.876177 151.127161,-33.868385</coordinates></outerBoundaryIs></Polygon>",$dE1510712$eE1510737$fS0335203$gS0335234,0.00003889274767364254812998872191,"Michael Oliver, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:49,,,,
"Hurstville, Hillside Estate",SLNSW_subdivision_plans,georeferenced,r03OxLgM2vEtOwnBqxJwyi/201703281950-utMx1p,c032530010,http://lh3.googleusercontent.com/t1HJnPngCn3N0hJFCc-bBVnOkdAXI7rMdWfTp1aPzoJWRRCncUXEgOOSTJsw7WGfjwogA7U_xUP-5jyD7aRt0yrU4NM,6,"-33.951590,151.087690","-33.955019,151.082427","-33.948161,151.092954","<Polygon><outerBoundaryIs><coordinates>151.090518,-33.948161 151.082427,-33.952088 151.084863,-33.955019 151.092954,-33.951092</coordinates></outerBoundaryIs></Polygon>",$dE1510456$eE1510534$fS0335653$gS0335718,0.00005284145011777592186889493386,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:50,,,,
"Chester Hill, Nacooma Extension Estate",SLNSW_subdivision_plans,georeferenced,xoQ46Yl5hm3ZzW9xnjcMTA/201703281951-u2xuVm,c035620023,http://lh3.googleusercontent.com/Mbpt9PAyVnMddfqUJbuEcAe0ssRbjQ-WHDWngHamZ_q9Pyg8kSs0OY8QqLAmqHfSiaF9c_v8H878un511M-0rcTWF5k,4,"-33.876137,150.997910","-33.879644,150.994402","-33.872630,151.001418","<Polygon><outerBoundaryIs><coordinates>150.995613,-33.872630 150.994402,-33.878849 151.000208,-33.879644 151.001418,-33.873424</coordinates></outerBoundaryIs></Polygon>",$dE1505939$eE1510005$fS0335221$gS0335246,0.00000660662657073268521138158932,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:51,,,,
"Hurstville, Norfolk Estate",SLNSW_subdivision_plans,georeferenced,s92jG0zhr6VkOYAFxSzPlv/201703281952-71VgaF,c032530014,http://lh3.googleusercontent.com/9MDRZHQpBSWIv1rL3TVB-AhB1J58W6MSNZiDsBImvLPgdMFgDpisuJ0pOoTEgEnm0EPQIrn_Tb7btzURhlhO5OL2umw,6,"-33.949438,151.081794","-33.955178,151.076423","-33.943698,151.087164","<Polygon><outerBoundaryIs><coordinates>151.076423,-33.945768 151.080459,-33.955178 151.087164,-33.953109 151.083128,-33.943698</coordinates></outerBoundaryIs></Polygon>",$dE1510435$eE1510513$fS0335637$gS0335718,0.00002767022097180458616721976384,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:52,,,,
Beconsfield,SLNSW_subdivision_plans,georeferenced,hemKqKepg0iJ0oKeS0YJHs/201703281954-e1qoYE,a9617004,http://lh3.googleusercontent.com/oM0f4jHOUgR3XJotWDkxvJk5O-RNOzfVP6k85PNSHADIkqExYC9zbOD-3v_lhpInSVwr9lTZjbqbGQQx_6iO_PwfZm4,5,"-33.912642,151.199056","-33.914808,151.196014","-33.910477,151.202099","<Polygon><outerBoundaryIs><coordinates>151.197128,-33.910477 151.196014,-33.913649 151.200984,-33.914808 151.202099,-33.911636</coordinates></outerBoundaryIs></Polygon>",$dE1511145$eE1511207$fS0335437$gS0335453,0.00000469740237892429935817172754,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:54,,,,
"Pennant Hills, Beecroft",SLNSW_subdivision_plans,georeferenced,gRPK5Lhcc77YVIjwuK39r2/201703281955-QRU3f2,c035660010,http://lh3.googleusercontent.com/DAPZIb3gRfF7DMo6vq4Xuud7IOXgyDapZa2s1Phw095RyvUs4UYliCetyHT7_SeuJRZrSKpBkYlePeeNAIcb0aU7fBqT,4,"-33.761981,151.075399","-33.777911,151.064214","-33.746051,151.086584","<Polygon><outerBoundaryIs><coordinates>151.076205,-33.764816 151.064214,-33.746051 151.074592,-33.759145 151.086584,-33.777911</coordinates></outerBoundaryIs></Polygon>",$dE1510351$eE1510511$fS0334445$gS0334640,0.00193462572521028107995488820592,"Amanda Mar, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:55,,,,
Manly,SLNSW_subdivision_plans,georeferenced,8SAQN0FUkKShD9gwuwdkTJ/201703281956-z2c3xb,a9613004,http://lh3.googleusercontent.com/u_k1HxWQ563LTT35rHlIo0-91fQO2ac5CL_XPX2-Nh8a4AYYe6S0d4cPlvVsqCdDecOeFqf21CCslKZCUSNEbMBc8_o,4,"-33.803951,151.259456","-33.806029,151.256726","-33.801873,151.262186","<Polygon><outerBoundaryIs><coordinates>151.256726,-33.805150 151.261735,-33.806029 151.262186,-33.802752 151.257178,-33.801873</coordinates></outerBoundaryIs></Polygon>",$dE1511524$eE1511543$fS0334806$gS0334821,0.00001128178440988817652420195953,"Amanda Mar, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:56,,,,
"Bellvue Hill, Aston Estate",SLNSW_subdivision_plans,georeferenced,tyjtu797Y0LPzEIkrkbBZ3/201703281957-6jPH76,c028640046,http://lh3.googleusercontent.com/BFkrCfc_70NCSTGPM37f4UBUTKWL4nhOhLTU03lFluzNGl_P3_0_U-ChvEmbGlahiWBMWZMvNEvbYBz3ppx-XeiLRnNv,5,"-33.872241,151.253250","-33.874350,151.251497","-33.870133,151.255003","<Polygon><outerBoundaryIs><coordinates>151.251497,-33.870239 151.251630,-33.874350 151.255003,-33.874244 151.254870,-33.870133</coordinates></outerBoundaryIs></Polygon>",$dE1511505$eE1511518$fS0335212$gS0335227,0.00000922107319614437197122062961,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:57,,,,
"Rookwood, Windermere Estate",SLNSW_subdivision_plans,georeferenced,3ufOBTp3vfrvjzv5jHQBs5/201703281958-SC1Nsl,c029520004,http://lh3.googleusercontent.com/usqXY6diZtTOYdBjR-u-kOEuscJwtjW-Sk_C0bRmP0r9Vk5pqPP8k2_9-0MD6o4d2ZGJ9_Q2XHdodMTRt2KpDnHRJSk,4,"-33.872537,151.026976","-33.875038,151.022687","-33.870035,151.031264","<Polygon><outerBoundaryIs><coordinates>151.030300,-33.875038 151.031264,-33.871012 151.023651,-33.870035 151.022687,-33.874061</coordinates></outerBoundaryIs></Polygon>",$dE1510121$eE1510152$fS0335212$gS0335230,0.00001364521085643717130059596188,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:58,,,,
"Canterbury, Woolcott Estate",SLNSW_subdivision_plans,georeferenced,fQSe9rI2zy926zkvWdf5Bz/201703281959-OJVt6w,a5371079,http://lh3.googleusercontent.com/ZL_wfajMvwiK_G_gZdztKagX-A1nNB4gcnddIZWIc3N3Tb0qqEzl3LcptunXiYc1bYfZ18_Pyrk-andA8wiafaO9eSY,8,"-33.918086,151.118023","-33.922514,151.113924","-33.913658,151.122123","<Polygon><outerBoundaryIs><coordinates>151.115541,-33.913658 151.113924,-33.921740 151.120505,-33.922514 151.122123,-33.914432</coordinates></outerBoundaryIs></Polygon>",$dE1510650$eE1510719$fS0335449$gS0335521,0.00002584642618955686785113534665,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 19:59,,,,
Punchbowl,SLNSW_subdivision_plans,georeferenced,aOo7Z3s9DUoQIWtDHGwdNm/201703282002-MAeT8e,c028140013,http://lh3.googleusercontent.com/065bwHxuwvpbtb1PsKnXwZW4xNrkctjLT8JH5fCWxMlLWvtOjMQbfUhOf5E6bT6QyOCkxaJZwYOA5P8kyZw5PK09Ih8,4,"-33.924446,151.043762","-33.930900,151.038201","-33.917992,151.049324","<Polygon><outerBoundaryIs><coordinates>151.040550,-33.917992 151.038201,-33.929551 151.046975,-33.930900 151.049324,-33.919342</coordinates></outerBoundaryIs></Polygon>",$dE1510217$eE1510257$fS0335504$gS0335551,0.00001523018991137324488571811593,"Julanna Hennessy, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 20:02,,,,
"Bexley, Gardeners Paddock",SLNSW_subdivision_plans,georeferenced,PvlBkzof8ixQBlr02PRidK/201703282003-l4TQ0d,c032560022,http://lh3.googleusercontent.com/YInDhT-3XDIBvPkvfbeQBMRvhmlOIfxtlL167spIMOxIi6SNDrv94DfUcX-lOkWvEnEz7hs2butkeQ27IAvYQ2JAjVc,4,"-33.959613,151.114933","-33.963793,151.110085","-33.955432,151.119782","<Polygon><outerBoundaryIs><coordinates>151.115556,-33.955432 151.110085,-33.958515 151.114310,-33.963793 151.119782,-33.960710</coordinates></outerBoundaryIs></Polygon>",$dE1510636$eE1510711$fS0335719$gS0335749,0.00000685312289843120449128006585,"Marie Joyce Ilagan, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 20:03,,,,
"Waverley, Yanko Heights",SLNSW_subdivision_plans,georeferenced,9jKrKN2e0TO5yTL2oDIh8F/201703282005-J87hxC,c032800017,http://lh3.googleusercontent.com/4WkLfDQjEWSF76_I5GHeUbZUyrmGR2k9buPdu9IvpcsGTT1kcdE1m6F9eiSLvkC-PEfq9nga6mEvzBVHkbCAvn8rmLg,13,"-33.903326,151.263709","-33.907470,151.258058","-33.899183,151.269360","<Polygon><outerBoundaryIs><coordinates>151.258058,-33.899183 151.259800,-33.907370 151.269360,-33.907470 151.267618,-33.899282</coordinates></outerBoundaryIs></Polygon>",$dE1511529$eE1511609$fS0335357$gS0335426,0.00089120105306906649642734175032,"Dianne Douglas, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 20:05,,,,
Lane Cove,SLNSW_subdivision_plans,georeferenced,WwO4Wz067BO3QWdKmMZOFL/201703282007-Hx6e9M,c035650040,http://lh3.googleusercontent.com/OEuMawfNfpcL5Nz8cSBFbmozi3-DTArPdRpb4trJdcMUmF-RxM9aZ5_e9T2-5PJRKjvLcy3kxYKCMGTYyxbo54PprT8,4,"-33.798172,151.179722","-33.800346,151.177423","-33.795999,151.182020","<Polygon><outerBoundaryIs><coordinates>151.180954,-33.795999 151.177423,-33.797072 151.178490,-33.800346 151.182020,-33.799273</coordinates></outerBoundaryIs></Polygon>",$dE1511038$eE1511055$fS0334745$gS0334801,0.00002957636284727902352821408971,"Ellen, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 20:07,,,,
"Beacon Hill, Plateau Estate",SLNSW_subdivision_plans,georeferenced,4LtFS7EqRhoLfsM4cqa7Dp/201703282156-az9QWd,c032810030,http://lh3.googleusercontent.com/DTpMesjyVmNspENY8UjePP198vqbHd75Z0tq5MQctC-dXh4vHWD4ONWcTF0Xyr__yg_uoRNQ3a9fDn3vYWF__FleqN8,10,"-33.748534,151.258228","-33.755044,151.252787","-33.742024,151.263670","<Polygon><outerBoundaryIs><coordinates>151.254771,-33.742024 151.252787,-33.753829 151.261686,-33.755044 151.263670,-33.743240</coordinates></outerBoundaryIs></Polygon>",$dE1511510$eE1511549$fS0334431$gS0334518,0.00005676641987889419096839638268,"adam hinshaw, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 21:56,,,,
"Beecroft, Eaton Park",SLNSW_subdivision_plans,georeferenced,otVQapF541Eavy1dP5dvXT/201703282158-JVCSA7,c028610009,http://lh3.googleusercontent.com/UAWHgkp4mYjTkGhYFsxveZC6jZC1NQD9-FMDG62J83Fq08LV082aNW4j9qzUrMVwBUP70RjKqbFk6LElpXjPwACtUgE,18,"-33.755399,151.046365","-33.759561,151.042732","-33.751236,151.049998","<Polygon><outerBoundaryIs><coordinates>151.042732,-33.751873 151.044497,-33.759561 151.049998,-33.758924 151.048233,-33.751236</coordinates></outerBoundaryIs></Polygon>",$dE1510233$eE1510259$fS0334504$gS0334534,0.00012727852869949695291569569111,"adam hinshaw, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 21:58,,,,
"Cammeray, The Bridge Estate",SLNSW_subdivision_plans,georeferenced,brD247rPDM4uJAOSJA17e1/201703282158-m1Q6b5,c032860003,http://lh3.googleusercontent.com/QqSMdBJeiqjbNutcxq9YTSrGhqmFU7orPk4MXRHp487wRtYM9DBJUBkAQDyEX51Y_FS2-RcW2Tf9iw_WNzuGCryIcQ,6,"-33.818964,151.214154","-33.823257,151.210197","-33.814671,151.218110","<Polygon><outerBoundaryIs><coordinates>151.210761,-33.814671 151.210197,-33.822834 151.217547,-33.823257 151.218110,-33.815094</coordinates></outerBoundaryIs></Polygon>",$dE1511236$eE1511305$fS0334852$gS0334923,0.00017295767722337652993504220067,"HeleenH, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 21:58,,,,
Balmoral,SLNSW_subdivision_plans,georeferenced,5lizIuWUkAHBxft577wDwl/201703282200-su4JjP,c027640008,http://lh3.googleusercontent.com/76TEr73uI-PBEor559u08DknvB64RFRdHg_O0feDPH5-df0zDnV3Zssr9wRKG0BNoW5B26oTAQHxLrvLwEWfjyx56Q,20,"-33.826855,151.250084","-33.829317,151.247142","-33.824393,151.253026","<Polygon><outerBoundaryIs><coordinates>151.251428,-33.824393 151.247142,-33.825839 151.248740,-33.829317 151.253026,-33.827871</coordinates></outerBoundaryIs></Polygon>",$dE1511449$eE1511510$fS0334927$gS0334945,0.00002546058299996456519322107770,"adam hinshaw, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:00,,,,
"Campsie, Stanley's Estate",SLNSW_subdivision_plans,georeferenced,0P6YW40UXpYK9jpl4UGBF9/201703282201-xwoji0,c033570013,http://lh3.googleusercontent.com/eWVJFumNYM99-liiJJ2DfafN9WbcG94ESCbX-kJ0aFWpAWexde-UWPSnT03R32_5pA5zfJ8a7SFSHpUXNpjqc0JkudHE,5,"-33.910327,151.095120","-33.912983,151.091829","-33.907670,151.098411","<Polygon><outerBoundaryIs><coordinates>151.091829,-33.909520 151.093949,-33.912983 151.098411,-33.911134 151.096291,-33.907670</coordinates></outerBoundaryIs></Polygon>",$dE1510530$eE1510554$fS0335427$gS0335446,0.00007675347255331569371397670842,"Amanda Mar, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:01,,,,
"Bondi, Crown Lands",SLNSW_subdivision_plans,georeferenced,UTJm8WXxTsIK9wCsXt5AHL/201703282201-DNzmCJ,c032770078,http://lh3.googleusercontent.com/EYpE4fRx4BA6CamcAisIQuThp-f-YQ_9Bqf0SNDdpB34_uLCIjYb0Yf6eNziBJPmZfTQwka6_Rvukuxh-AKzR902joc,3,"-33.884505,151.269189","-33.886530,151.267224","-33.882479,151.271155","<Polygon><outerBoundaryIs><coordinates>151.267718,-33.882479 151.267224,-33.885828 151.270660,-33.886530 151.271155,-33.883181</coordinates></outerBoundaryIs></Polygon>",$dE1511602$eE1511616$fS0335256$gS0335311,0.00000000000000000000000000000000,"HeleenH, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:01,,,,
"Brookvale, Township",SLNSW_subdivision_plans,georeferenced,4XU8YG0KuFJinPUSRWnCzf/201703282203-H3dXaJ,c032810010,http://lh3.googleusercontent.com/y4IsXMBY675mpmhQmDVkU0SYyXFTZoDuBnCwdmhByQivMvkGlzjmZGbHh_tVcm9GxRjIV1LXWeyKqsGZ7MJdAHRs3D8,4,"-33.760743,151.275265","-33.763761,151.270117","-33.757726,151.280413","<Polygon><outerBoundaryIs><coordinates>151.270968,-33.757726 151.270117,-33.762299 151.279561,-33.763761 151.280413,-33.759188</coordinates></outerBoundaryIs></Polygon>",$dE1511612$eE1511649$fS0334527$gS0334549,0.00007286793231858476659144191467,"HeleenH, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:03,,,,
"Bellvue Hill, Torrens",SLNSW_subdivision_plans,georeferenced,jd2BnLnoLPTOm9InWfuqm2/201703282204-7jfT8l,c028640063,http://lh3.googleusercontent.com/zbyrrCtrp5hd_5wtNtKjIsu2HCkmkSIRTN7iCUxrCa_PlKQWbdeiKaq5pWkD1nWnWuvSVRZu7QmDmooBMw4xMrgBajns,3,"-33.884539,151.259368","-33.886358,151.257325","-33.882719,151.261410","<Polygon><outerBoundaryIs><coordinates>151.257929,-33.882719 151.257325,-33.886033 151.260806,-33.886358 151.261410,-33.883044</coordinates></outerBoundaryIs></Polygon>",$dE1511526$eE1511541$fS0335257$gS0335310,0.00000000000000710542735760100186,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:04,,,,
"Cheltenham, Boronia Estate",SLNSW_subdivision_plans,georeferenced,Dp20XGEhyBUGVcQwkHle4d/201703282205-9Hr9Jf,c035660002,http://lh3.googleusercontent.com/YjkR8-kKwWJ0IKwjApM6mJUoEkHV7YhZLkEYyvkeBnpq5ZyWdyfONOcr1FnZnzq9lvvSmuLbGqcKbnz7I14hD9E8ag,6,"-33.759996,151.074757","-33.762531,151.071769","-33.757462,151.077744","<Polygon><outerBoundaryIs><coordinates>151.074802,-33.757462 151.071769,-33.760637 151.074712,-33.762531 151.077744,-33.759356</coordinates></outerBoundaryIs></Polygon>",$dE1510418$eE1510439$fS0334526$gS0334545,0.00002174496575428677003086544439,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:05,,,,
Chatswood Township,SLNSW_subdivision_plans,georeferenced,6DZUFdrSSe8sx0Nl17QrAT/201703282206-5vUMoM,c035650062,http://lh3.googleusercontent.com/ZuAe7dRwhFvJLYpEODnNr1bS3FfZ4kyX8mxOdPUHYDcGfdyA0EWqu8yX-OO99M46XobQMX-KwP2sVNLfnHqI2gJcKco,28,"-33.789374,151.183295","-33.795189,151.177143","-33.783560,151.189447","<Polygon><outerBoundaryIs><coordinates>151.177143,-33.785988 151.181130,-33.795189 151.189447,-33.792761 151.185459,-33.783560</coordinates></outerBoundaryIs></Polygon>",$dE1511037$eE1511122$fS0334700$gS0334742,0.00007140136973543084633435362729,"adam hinshaw, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:06,,,,
"Georges River, Illawarra Train Line",SLNSW_subdivision_plans,georeferenced,j0IbAwWakj83HSHd35MH67/201703282207-k8sLr3,c032790037,http://lh3.googleusercontent.com/4Ur_oUd-osENMSX_fbgr33kShCtJfkuHmDHI86ffEf6lBGN7E6xISjeu0uHQkVa_YPdtXo4rJRsyNfrjxjhfinSrL_Y,16,"-33.960266,151.092690","-34.025588,150.992223","-33.894944,151.193158","<Polygon><outerBoundaryIs><coordinates>151.013018,-33.894944 150.992223,-33.998643 151.172363,-34.025588 151.193158,-33.921890</coordinates></outerBoundaryIs></Polygon>",$dE1505932$eE1511135$fS0335341$gS0340132,0.00179374211122604386263457154627,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:07,,,,
Alexandria,SLNSW_subdivision_plans,georeferenced,ouFfDRQQDPiKRKnazVGkWl/201703282210-7JHEno,a9617020,http://lh3.googleusercontent.com/rr2DSFyamL4n9wy-TVrNZ9xKexKemkE3HjTTB3Kxne2uajpVz3IrMhMhhTPJ2F1-jYzT1p74LVSvdxjPVo0NjqSKw-M,4,"-33.912657,151.199050","-33.914815,151.196046","-33.910500,151.202055","<Polygon><outerBoundaryIs><coordinates>151.197092,-33.910500 151.196046,-33.913676 151.201008,-33.914815 151.202055,-33.911639</coordinates></outerBoundaryIs></Polygon>",$dE1511145$eE1511207$fS0335437$gS0335453,0.00000377499144041553121503356980,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:10,,,,
"Bankstown, Campbell's Hill Station Estate",SLNSW_subdivision_plans,georeferenced,KSlfRJCUAwLuOvYEXM0XoY/201703282212-WVHAUT,c035620014,http://lh3.googleusercontent.com/atv0G5Wx3-1dJyo-zhR-E2-wtr_H8AFdjqJQYF1Sb60kFiGnpYIjF3lJK8SCpvuVBdnJ2qE-9CTwJzCwyePGaZ2CGcTP,4,"-33.880183,151.004162","-33.884696,151.000095","-33.875669,151.008230","<Polygon><outerBoundaryIs><coordinates>151.001679,-33.875669 151.000095,-33.883900 151.006646,-33.884696 151.008230,-33.876465</coordinates></outerBoundaryIs></Polygon>",$dE1510000$eE1510029$fS0335232$gS0335304,0.00001200594849873997821420885251,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:12,,,,
"Bondi, Bondi Ocean View Estate",SLNSW_subdivision_plans,georeferenced,ElU7vc5MpAbNdhnxgPYZS7/201703282213-zfQPxD,c032770025,http://lh3.googleusercontent.com/0vuc4li6oQvBI_IgOodGBuDVZiCXJNjY-Q9gncdPcjGBvOnGE1VFp6buDTsZfzP_C0o-WAhxfD_gruMNJiNAhfS6KC8,16,"-33.889727,151.271886","-33.901215,151.259275","-33.878239,151.284496","<Polygon><outerBoundaryIs><coordinates>151.259275,-33.889039 151.276534,-33.901215 151.284496,-33.890415 151.267237,-33.878239</coordinates></outerBoundaryIs></Polygon>",$dE1511533$eE1511704$fS0335241$gS0335404,0.00021351364351837405952845572177,"Amanda Mar, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:13,,,,
"Bondi, Benburb Estate",SLNSW_subdivision_plans,georeferenced,upDcMCD2Fqenj3u6R1pnG5/201703282217-WMX9po,c032770073,http://lh3.googleusercontent.com/HHz5Q6e4dVXbuXOSQiuq6OB6oHgkk2Sk53sSdtg_pP_ddbYO8Ayl4XY-Y-8IwdP1EuPiNHhihZZZnwpcFEhqT449mhoc,3,"-33.880279,151.272406","-33.885562,151.267871","-33.874996,151.276942","<Polygon><outerBoundaryIs><coordinates>151.269729,-33.874996 151.267871,-33.884508 151.275084,-33.885562 151.276942,-33.876050</coordinates></outerBoundaryIs></Polygon>",$dE1511604$eE1511636$fS0335229$gS0335308,0.00000000000000710542735760100186,"Julanna Hennessy, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:17,,,,
"Canterbury, Redman's Estate Mills and Pile",SLNSW_subdivision_plans,georeferenced,RxsvapslmbamY7OgBHxRso/201703282218-CmN2Ov,a5371025,http://lh3.googleusercontent.com/v1PCabRGakl1Gqc2MNjIOE-6UGaFsVzl4QTFs2gjimc_W7J443J_Pq5pcyCLJFHzaLwUbFXUxk5emxWNmDTpoCGPRAM,5,"-33.908239,151.123526","-33.909828,151.121687","-33.906650,151.125365","<Polygon><outerBoundaryIs><coordinates>151.121687,-33.908232 151.123023,-33.909828 151.125365,-33.908246 151.124030,-33.906650</coordinates></outerBoundaryIs></Polygon>",$dE1510718$eE1510731$fS0335423$gS0335435,0.00004588619015300324130131673361,"Marie Joyce Ilagan, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:18,,,,
"Chullora, Mandemar Estate",SLNSW_subdivision_plans,georeferenced,93LB2N2TghQMfUaQfFilcw/201703282219-VTfyJ6,c035670046,http://lh3.googleusercontent.com/snS1CASNnNV5FY81zf_5TVhFijL4-8-4WZuQWE6vtWAd5nodYuddTgt85qBbPkb92jHlbICRIpBapFzD3bd8eKcWPHQ,11,"-33.900809,151.063554","-33.905345,151.059538","-33.896274,151.067570","<Polygon><outerBoundaryIs><coordinates>151.059538,-33.904482 151.065808,-33.905345 151.067570,-33.897136 151.061301,-33.896274</coordinates></outerBoundaryIs></Polygon>",$dE1510334$eE1510403$fS0335346$gS0335419,0.00004112317223178936286898457753,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:19,,,,
"Berala, Station Estate",SLNSW_subdivision_plans,georeferenced,GYSZv2oXOyZCHlTh11ryGB/201703282219-h2xt7B,c029520021,http://lh3.googleusercontent.com/BFHIjUyi2oeQPz6KwOrkidIKaygjorR7QaQc_ym9zpUtRhTaJi6MepVRrgcgsGxE_AQCKfoMmRf4JYtI2xYZULet8A,6,"-33.871986,151.034974","-33.875349,151.031352","-33.868624,151.038595","<Polygon><outerBoundaryIs><coordinates>151.038595,-33.871811 151.036211,-33.868624 151.031352,-33.872162 151.033736,-33.875349</coordinates></outerBoundaryIs></Polygon>",$dE1510152$eE1510218$fS0335207$gS0335231,0.00013000637572235527517940101294,"Mark Wilson, Ted Bell",8236a74a2d3bd32b0760801651a8ed70d5b73f16,03/28/2017,03/28/2017 22:19,,,,
